state,id,para,total,April,May,June,July,August,September,October,November,December,January,February,March,Total
,1.4.2,Number of pregnant women given TT2 or Booster during current pregnancy,TOTAL,109470,129294,141420,154743,146571,136741,129845,130252,125488,134942,130299,152339,1621404
,1.5,Total number of pregnant women given 100 IFA tablets,TOTAL,117773,139671,149747,156439,140408,141549,129117,131805,127965,134716,132206,154944,1656340
,1.6.1,Number of new cases of Hypertension (BP>140/90) detected in Pregnant women at the institution,TOTAL,7513,8155,10063,11582,10543,10319,10718,12124,11066,9065,8773,9686,119607
,1.6.2,Number of Eclampsia cases managed during delivery,TOTAL,444,581,1305,500,501,1513,1363,728,537,765,540,500,9277
,1.7.1,Number of Pregnant women with anaemia i.e. Hb level<11 (tested cases),TOTAL,29179,32456,38637,40109,40644,39908,38581,40040,37384,36217,36482,41048,450685
,1.7.2,Number of Pregnant women having severe anaemia (Hb<7) treated at institution,TOTAL,2156,3499,3113,4627,3700,3429,3692,2796,2669,2123,2156,2634,36594
,1.8,Number of pregnancy test kits used at SC level,TOTAL,,,,,,,,,,,,,
,2.1.1.a,Number of deliveries conducted at Home and attended by trained SBA(i.e. Doctor or Nurse or ANM),TOTAL,3131,2793,3693,4809,4705,4656,4550,4660,4466,4228,4004,4048,49743
,2.1.1.b,Number of deliveries conducted at Home and attended by non trained SBA (i.e. trained TBA or Relatives etc.),TOTAL,9700,11307,13248,13402,14185,14745,13841,14009,13424,13401,12464,13469,157195
,2.1.1.c,Total number of deliveries conducted at Home and attended by trained or non-trained SBA (i.e. sum of 2.1.1.a and 2.1.1.b),TOTAL,12831,14100,16941,18211,18890,19401,18391,18669,17890,17629,16468,17517,206938
,2.1.2,Number of newborns visited within 24 hours of delivery for deliveries conducted at home,TOTAL,7668,7508,9180,10517,10550,10977,9789,10602,10516,10702,10597,10340,118946
,2.1.3,Number of mothers paid JSY incentive for deliveries conducted at home,TOTAL,613,519,980,937,1072,3025,2113,1376,1299,1049,2049,4110,19142
,2.2,Deliveries conducted at Public Institutions (Including C-Sections),TOTAL,64471,79032,91515,104061,117272,115909,109164,110051,95153,86218,81406,103160,1157412
,2.2.1,"Out of 2.2, Number discharged under 48 hours of delivery",TOTAL,26541,33256,39375,40989,39273,43361,38671,42092,37053,35131,30325,38376,444443
,2.2.2.a,Number of mothers paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,51154,72816,82411,98100,108001,106045,98727,98456,86519,82957,86380,104859,1076425
,2.2.2.b,Number of ASHAs paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,30869,42557,52070,62311,69045,68155,61758,63445,54811,53522,48463,67602,674608
,2.2.2.c,Number of cases of deliveries conducted at Public Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,1424,3160,3562,3892,4078,3285,3950,3293,3622,2913,3192,4434,40805
,2.3,Deliveries conducted at Private Institutions (Including C-Sections),TOTAL,8269,8612,10032,10137,10179,10169,13202,10116,11598,9807,9618,14755,126494
,2.3.1.a,Number of mothers paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,,,,,,,,,,,,,
,2.3.1.b,Number of ASHAs paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,,,,,,,,,,,,,
,2.3.1.c,Number of cases of deliveries conducted at accredited Private Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,,,,,,,,,,,,,
,3.1.1,Number of Caesarean (C-Section) deliveries performed at PHCs (Primary Health Centre),TOTAL,0,0,0,0,,,,,,,,,0
,3.1.2,Number of Caesarean (C-Section) deliveries performed at CHCs (Community Health Centre),TOTAL,122,43,53,61,75,43,45,49,45,68,74,78,756
,3.1.3,Number of Caesarean (C-Section) deliveries performed at SDHs (Sub-divisional Hospital) or DHs (District Hospital),TOTAL,2015,2866,3378,3699,3641,3787,3761,3717,3380,3249,3294,4506,41293
,3.1.4,Number of Caesarean (C-Section) deliveries performed at other State owned public institutions,TOTAL,18,95,64,13,21,29,25,119,64,92,25,55,620
,3.1.5,"Total Number of Caesarean (C-Section) deliveries performed at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 3.1.1 to 3.1.4)",TOTAL,2155,3004,3495,3773,3737,3859,3831,3885,3489,3409,3393,4639,42669
,3.2,No. of C-section deliveries performed at Private facilities,TOTAL,1592,1714,2149,1626,2270,2542,3213,2333,2761,2574,2503,2634,27911
,4.1.1.a,Number of male live births,TOTAL,44021,52437,60746,67392,74930,73820,71519,70376,63106,57777,54730,69078,759932
,4.1.1.b,Number of female live births,TOTAL,40627,47814,56145,63058,69430,69740,67088,66545,59949,54473,51231,64931,711031
,4.1.1.c,Total number of male and female live births (4.1.1.a and 4.1.1.b),TOTAL,84648,100251,116891,130450,144360,143560,138607,136921,123055,112250,105961,134009,1470963
,4.1.2,Number of still births,TOTAL,1353,1807,2063,2362,2494,2474,2604,2258,2000,1823,1832,2241,25311
,4.1.3,Number of Abortions (spontaneous or induced),TOTAL,1287,2035,2074,2160,1988,1834,1790,1684,2497,2340,2382,2375,24446
,4.2.1,Number of Newborns weighed at birth,TOTAL,74835,91590,106346,120832,135364,132010,127558,124803,106631,101675,95156,120258,1337058
,4.2.2,Number of Newborns having weight less than 2.5 kg,TOTAL,13518,16686,18952,20943,25004,21438,22294,25509,21287,18036,18636,22778,245081
,4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,72045,88919,100927,113971,129421,127153,124423,119990,104499,97195,89329,114016,1281888
,5.1.1,Number of cases of pregnant women with Obstetric Complications and attended at PHCs,TOTAL,374,554,688,500,438,558,598,530,383,243,262,334,5462
,5.1.2,Number of cases of pregnant women with Obstetric Complications and attended at CHCs,TOTAL,693,966,1343,1402,1505,1729,1525,1142,966,708,905,911,13795
,5.1.3,Number of cases of pregnant women with Obstetric Complications and attended at SDHs or DHs,TOTAL,3063,3497,4254,4929,5280,4492,5080,3761,5054,4263,4318,5229,53220
,5.1.4,Number of cases of pregnant women with Obstetric Complications and attended at other State owned public institutions,TOTAL,191,75,50,58,59,29,28,96,62,14,,2,664
,5.1.5,"Number of cases of pregnant women with Obstetric Complications and attended at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 5.1.1 to 5.1.4)",TOTAL,4321,5092,6335,6889,7282,6808,7231,5529,6465,5228,5485,6476,73141
,5.2,Number of cases of pregnant women with Obstetric Complications and attended at Private facilities,TOTAL,402,381,476,546,650,387,539,1232,571,451,439,623,6697
,5.3.1,Number of cases of complicated pregnancies treated with IV antibiotics,TOTAL,3821,6932,8708,8858,10872,8846,8812,7731,8588,8236,8697,10799,100900
,5.3.2,Number of cases of complicated pregnancies treated with IV Antihypertensive/Magsulph injection,TOTAL,790,872,1175,1339,3458,1430,1168,1712,1343,1074,1156,1664,17181
,5.3.3,Number of cases of complicated pregnancies treated with IV Oxytocis,TOTAL,2843,4253,6065,7185,7103,8219,8889,8700,8522,7423,7848,9506,86556
,5.3.4,Number of cases of complicated pregnancies treated with Blood Transfusion,TOTAL,1103,1575,1661,1897,2118,2454,2064,1559,2083,1841,1782,1923,22060
,6.1,Women getting post partum check-up within 48 hours after delivery,TOTAL,64085,73553,89554,101796,109888,111964,105421,102092,93702,84329,77907,91919,1106210
,6.2,Women getting a post partum check up between 48 hours and 14 days after delivery,TOTAL,35006,39367,46045,53560,55165,57640,55688,54989,51531,47269,45696,53509,595465
,6.3,PNC maternal complications attended,TOTAL,1337,1425,1222,1403,1817,1361,1132,1155,1091,950,787,1797,15477
,7.1.1,Number of MTPs conducted at Public Institutions up to 12 weeks of pregnancy,TOTAL,1366,1919,2333,1707,1401,1434,1238,1443,1832,2047,2073,2109,20902
,7.1.2,Number of MTPs conducted at Public Institutions for more than 12 weeks of pregnancy,TOTAL,156,258,252,227,350,223,138,188,164,270,159,329,2714
,7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,1522,2177,2585,1934,1751,1657,1376,1631,1996,2317,2232,2438,23616
,7.2,Number of MTPs conducted at Private Facilities,TOTAL,520,686,310,341,399,446,719,584,449,703,574,1044,6775
,8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,5838,5436,6863,7497,6829,6193,5891,5399,5540,6268,5490,6074,73318
,8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,14887,15922,18732,18951,18300,18890,15631,15598,15869,16410,15301,15049,199540
,8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,20725,21358,25595,26448,25129,25083,21522,20997,21409,22678,20791,21123,272858
,8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,253,477,633,617,478,1432,502,264,356,803,1037,1251,8103
,9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,58,55,30,195,130,221,116,230,710,1605,1734,2019,7103
,9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,239,106,126,499,557,547,369,1221,2150,4514,6659,5436,22423
,9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,447,298,372,643,636,589,385,634,1356,1887,2582,2340,12169
,9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,23,26,45,157,84,28,160,29,30,62,64,173,881
,9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,767,485,573,1494,1407,1385,1030,2114,4246,8068,11039,9968,42576
,9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,19,29,14,44,65,103,41,15,46,22,50,17,465
,9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,424,197,692,2477,1945,2557,3299,17400,25547,18977,17191,8879,99585
,9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,1129,673,1861,7393,5386,7987,8279,45005,65708,56064,51837,30058,281380
,9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,1518,994,1319,3188,2161,3093,2520,9273,16846,10860,13042,9825,74639
,9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,194,170,213,136,249,148,123,565,454,450,624,2437,5763
,9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,3265,2034,4085,13194,9741,13785,14221,72243,108555,86351,82694,51199,461367
,9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,101,263,133,217,193,311,248,599,792,981,1529,1619,6986
,9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,151,149,330,535,252,265,267,500,1374,1639,2048,2254,9764
,9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,452,318,509,976,489,548,418,1833,2549,3051,3585,4456,19184
,9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,1144,1237,1747,2731,2148,2252,1663,3150,4827,5795,5450,5455,37599
,9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,108,121,115,150,93,128,62,188,36,70,39,638,1748
,9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,1855,1825,2701,4392,2982,3193,2410,5671,8786,10555,11122,12803,68295
,9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,217,434,430,657,745,934,951,785,1363,1553,1496,5533,15098
,9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,93,31,38,77,42,48,57,138,172,161,212,148,1217
,9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,86,94,77,156,116,117,114,289,251,389,198,258,2145
,9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,935,761,1030,1319,1117,1586,1390,1623,2020,2285,1947,1777,17790
,9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,50,6,26,42,20,25,23,63,78,84,53,159,629
,9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,1164,892,1171,1594,1295,1776,1584,2113,2521,2919,2410,2342,21781
,9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,215,289,301,490,526,724,655,793,776,1407,838,2040,9054
,9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,9627,12335,12933,14961,14172,13736,14224,15234,14541,15671,15767,15701,168902
,9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,1693,1954,3268,2500,2753,2507,2104,2736,2732,3440,2888,2319,30894
,9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,2511,2373,12340,3057,2948,4919,2847,2658,2712,3931,3393,3549,47238
,9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,2006,2198,2463,2932,3260,2967,3106,2785,3339,3619,2690,3903,35268
,9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,659,564,653,863,514,232,417,352,506,293,236,712,6001
,9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,16496,19424,31657,24313,23647,24361,22698,23765,23830,26954,24974,26184,288303
,9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,,,,,,,,,,,,,
,9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,567,547,301,354,718,363,608,638,501,746,934,702,6979
,9.06,Number of IUCD removals,TOTAL,10889,9788,8221,9473,9219,10374,8723,9758,10558,11128,13547,13536,125214
,9.07,Number of Oral Pills cycles distributed,TOTAL,259508,226006,232466,266654,287307,239579,229754,219529,202405,203541,196826,203061,2766636
,9.08,Number of Condom pieces distributed,TOTAL,1745058,1541122,1550068,1859665,1944403,1642309,1566941,1529168,1313736,1272981,1218533,1243235,18427219
,9.09,Number of Centchroman (weekly) pills given,TOTAL,0,0,0,0,,0,,,0,,,,0
,9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,862,958,2517,949,874,3309,2991,870,2563,2338,2162,3485,23878
,9.11.1.a,Number of cases of complications following male sterilization,TOTAL,2,8,4,5,18,7,6,5,18,20,105,63,261
,9.11.1.b,Number of cases of complications following female sterilization,TOTAL,21,24,20,32,23,56,38,97,701,347,192,462,2013
,9.11.2.a,Number of failures following male sterilization,TOTAL,5,9,13,18,10,11,33,12,15,14,19,17,176
,9.11.2.b,Number of failures following female sterilization,TOTAL,49,57,68,76,68,109,58,83,119,72,94,51,904
,9.11.3.a,Number of deaths following male sterilization,TOTAL,0,0,0,0,,0,,,0,,,,0
,9.11.3.b,Number of deaths following female sterilization,TOTAL,0,0,2,1,,0,,,2,2,,,7
,9.12,Number of Institutions having NSV trained doctors,TOTAL,72,74,79,87,88,89,84,90,89,38,31,32,-1
,10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,84902,102200,118227,130640,143831,144936,137816,136022,129387,125101,115795,132921,1501778
,10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,103002,119705,136173,130294,129855,136796,141689,139450,146372,151167,142145,156761,1633409
,10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,105612,117616,126770,132414,129114,123085,130525,135156,139185,143715,148687,160305,1592184
,10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,106591,120860,125569,126224,128399,121946,120771,127796,135244,140778,146821,174113,1575112
,10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,,,,,,,,,,,,,
,10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,63974,77489,89499,98922,105158,88266,82080,95935,91091,78009,74808,90523,1035754
,10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,102613,119874,134033,127509,120978,106151,105524,136902,136192,130617,122097,148171,1490661
,10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,105800,117778,125811,130500,119919,96675,95415,127001,128254,123115,125077,149457,1444802
,10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,107095,121443,124246,123508,119208,96269,90804,118986,123152,120309,124375,160349,1429744
,10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,891,765,270,1231,944,2911,65627,63819,54075,46354,45088,54259,336234
,10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,91315,106133,119687,96423,55649,78112,135997,133005,135954,132293,124336,150656,1359560
,10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,91293,101968,109319,92510,53078,64255,107717,121673,127838,125791,125048,153295,1273785
,10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,91640,104101,106606,87527,52919,62856,98389,106396,121095,120325,122909,165684,1240447
,10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,98873,120877,146098,134361,136210,129371,117199,106135,133726,155718,129690,159537,1567795
,10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,,,,,,,123902,4719,30979,5189,4015,2797,171601
,10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,,,,,,,,,,,,,
,10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,47816,59348,72064,66490,64952,62724,57469,52486,66743,76895,63279,77318,767584
,10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,43842,54985,67602,62093,59640,57602,54093,48470,62736,72143,58651,71637,713494
,10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,91658,114333,139666,128583,124592,120326,111562,100956,129479,149038,121930,148955,1481078
,10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,76805,93617,117489,110637,98236,94982,90562,92783,94171,105050,107398,122758,1204488
,10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,76209,94073,116586,107390,91894,78545,70802,89757,87452,91107,91553,113724,1109092
,10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,0,0,0,0,,0,,,0,,,,0
,10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,13319,11768,14751,13123,13936,11585,12128,13756,15131,19992,14090,19463,173042
,10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,11883,10591,13756,11902,12928,10925,11474,12729,14012,17614,13236,18063,159113
,10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,25202,22359,28507,25025,26864,22510,23602,26485,29143,37606,27326,37526,332155
,10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,25957,32938,57031,52798,75272,76172,58007,48719,43015,52667,47523,58909,629008
,10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,50377,66042,99690,98998,173029,189004,122941,105735,91966,106395,93749,93440,1291366
,10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,49685,65127,124247,107413,156050,171909,117624,100420,91686,111980,91210,96922,1284273
,10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,23,47,223,56,44,239,176,52,60,41,72,499,1532
,10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,0,0,1,0,1,0,,1,0,,,,3
,10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,66,75,176,150,86,118,195,155,122,144,185,322,1794
,10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,55909,60621,61722,61719,62749,62661,62408,62995,61338,62467,62341,63054,739984
,10.4.2,Number of Immunisation sessions held during the month,TOTAL,51278,58401,60095,59882,60824,60563,60150,60385,59334,60779,59663,62908,714262
,10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,39405,43713,45497,45205,45170,45743,45318,46933,44626,45998,45176,47904,540688
,10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,,,,,,,,,,,,,
,11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,96051,119739,149517,136258,130749,124253,115179,104275,124315,157703,126520,151954,1536513
,11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,29467,39021,325160,325712,47851,41745,36441,38121,59287,421680,120955,53562,1539002
,11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,17448,21210,280210,248225,39173,30686,23270,24760,38828,320033,103858,33070,1180771
,12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,2,3,4,4,2,9,1,,,3,4,,32
,12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,1,0,5,0,4,,,19,,,1,,30
,12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,2,1,1,3,3,4,1,12,5,5,1,8,46
,12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,12,85,11,16,11,10,12,6,11,10,15,12,211
,12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,0,0,0,0,,,,,,,,,0
,12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,317,272,72,65,131,97,164,106,363,183,244,507,2521
,12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,19109,24237,24685,25126,27534,23483,17863,14410,15250,12654,12141,15088,231580
,12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,2808,2379,3525,2035,3306,3722,5608,3196,3554,1793,1705,1654,35285
,12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,3583,4796,5302,6517,6898,4863,5522,5368,5689,4700,4573,3497,61308
,13.1,Number of Patients operated for cataract,TOTAL,4749,3064,5446,8105,7726,11956,14570,18363,23411,22311,23730,16276,159707
,13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,4805,2513,4339,6836,7739,10596,13373,17280,24433,23514,17258,16124,148810
,13.3,Number of School children detected with Refractive errors,TOTAL,922,332,586,1499,3052,23967,10831,7795,11752,5506,4489,4741,75472
,13.4,Number of children provided free glasses,TOTAL,143,132,83,131,822,4962,4619,5540,6003,3808,2428,3551,32222
,13.5,Number of eyes collected through eye donation,TOTAL,8,15,6,15,41,285,34,9,22,27,199,64,725
,13.6,Number of eyes utilised for corneal transplant,TOTAL,4,13,4,12,20,36,20,6,14,13,13,50,205
,14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,85,88,93,100,104,100,104,102,99,36,34,34,-1
,14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,138,141,153,152,162,154,162,163,163,82,79,79,-1
,14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,36389,40229,40608,41633,41602,41079,42912,41900,39012,42346,39880,42172,-1
,14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,631,678,744,801,818,771,806,784,810,366,288,301,-1
,14.05,Number of RKS meetings held during the month,TOTAL,237,224,292,290,418,236,235,233,429,413,206,360,3573
,14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,224,225,247,258,303,265,281,281,280,138,126,112,-1
,14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,3924,4676,4869,4853,5015,4331,4845,4331,4278,4154,3960,3548,52784
,14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,96,96,100,105,112,110,119,119,113,62,64,64,-1
,14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,82,78,87,93,96,91,99,99,96,46,34,33,-1
,14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,17459,22634,21838,21272,24859,27773,23544,22509,21056,18850,17678,21825,261297
,,,2. Adults,44161,61362,61854,61108,88001,80770,83611,66130,72566,56982,52789,65085,794419
,14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,15734,19712,21533,20353,22804,24479,23276,23815,22216,17686,17355,21377,250340
,,,2. Adults,80854,102472,116282,132238,157092,157798,146896,127049,136146,110744,101231,125158,1493960
,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,33193,42346,43371,41625,47663,52252,46820,46324,43272,36536,35033,43202,511637
,,,2. Adults,125015,163834,178136,193346,245093,238568,230507,193179,208712,167726,154020,190243,2288379
,14.10.2.a,Number of death cases of Inpatient males,TOTAL,1101,1434,1808,1699,2225,2087,1933,1828,1685,1367,1302,1763,20232
,14.10.2.b,Number of death cases of Inpatient females,TOTAL,789,1016,1359,1289,1782,1646,1576,1251,913,947,905,1014,14487
,14.10.2.c,Number of cases of death of Inpatients (sum of items 14.10.2.a and 14.10.2.b),TOTAL,1890,2450,3167,2988,4007,3733,3509,3079,2598,2314,2207,2777,34719
,14.11,In-Patient Head Count at midnight,TOTAL,106993,120703,138773,146155,165224,164252,157715,153660,136119,122793,122883,139662,1674932
,14.12.1,OPD attendance (All),TOTAL,1149635,1493050,1575621,1749121,2152598,2349270,2013310,1711744,1797540,1487749,1578325,1768469,20826432
,14.13.1,Number of major operations carried out using general or spinal anaesthesia,TOTAL,6211,6504,6859,12679,10285,8183,7955,14358,18405,10704,17701,10576,130420
,14.13.1A,"Out of 14.13.1,Gynecology- Hysterectomy surgeries",TOTAL,,,,,,,,,,,,,
,14.13.2,Number of minor operations carried out without anaesthesia or using local anaesthesia,TOTAL,9449,11497,11319,14011,13028,13481,12242,21397,28340,25440,26022,25163,211389
,14.14.a,Number of patients given AYUSH treatment,TOTAL,26337,31931,41733,42848,51756,52874,47881,45124,47119,42814,45148,42885,518450
,14.14.b,Number of patients on whom Dental Procedure was conducted,TOTAL,9716,12005,11191,13558,13272,13402,13451,12310,14967,13070,13923,15310,156175
,14.14.c,Number of Adolescents counselled,TOTAL,5594,4609,10034,9424,5678,5435,5326,5471,4510,2929,3506,3256,65772
,15.1.1.a,Number of Haemoglobin (Hb) tests conducted,TOTAL,80306,101786,132399,133580,127560,139913,129471,132299,153529,147481,141715,134911,1554950
,15.1.1.b,"Out of the total number of Hb tests conducted, number of cases having Hb less than 7gm/dl",TOTAL,5607,7694,9315,9778,8522,10423,11173,8858,9206,7549,8875,10302,107302
,15.1.2.a,Number of HIV tests conducted on males,1. Number tested,5224,6482,7783,8031,8150,9124,9487,9838,10956,9570,8699,15047,108391
,,,2. Number Positive,154,238,174,158,137,161,146,87,110,122,118,173,1778
,15.1.2.b,Number of HIV tests conducted on Female-Non ANC (i.e. non pregnant females),1. Number tested,4678,6382,7707,8847,8050,9868,10063,9741,12609,10635,9529,11275,109384
